-36.413002,-132.37544,2721.5776
-35.72321,-133.19342,2722.0857
-34.854954,-132.30359,2715.4106
-36.166477,-132.38503,2713.1365
-38.590378,-140.1416,2703.534
-47.4721,-142.4318,2692.3364
-51.721043,-144.73872,2683.0693
-61.268528,-147.37433,2672.3254
-70.11327,-146.97635,2665.6511
-82.97691,-145.25327,2655.9233
-93.74608,-137.4295,2641.1782
-110.58679,-132.75284,2633.3906
-125.6072,-143.40404,2619.6714
-135.51811,-147.7811,2610.1853
-148.81259,-152.03311,2602.4192
-164.72476,-144.49759,2575.489
-169.33002,-135.6037,2557.1182
-198.50107,-122.7757,2551.6484
-206.02528,-131.33165,2545.702
-211.33098,-141.17867,2541.1929
-213.16977,-145.10014,2538.926
-218.16653,-144.99907,2532.8682
-234.09843,-140.73611,2526.8032
-230.98364,-138.32214,2527.1494
-238.39046,-136.12431,2522.4336
-243.5594,-135.97264,2515.1172
-248.01138,-134.48575,2503.876
-247.72481,-130.47023,2491.9233
-248.75816,-124.22864,2492.3748
-250.72598,-123.79456,2484.9688
-252.62462,-126.00103,2480.2964
-253.53137,-127.22265,2476.1116
-252.96901,-131.81711,2471.217
-249.99193,-132.94183,2469.2097
-239.93243,-136.8742,2462.484
-228.27676,-134.20747,2447.9097
-222.48799,-135.55981,2447.3696
-215.00278,-133.19089,2444.2354
-210.88997,-132.32681,2440.4722
-204.50156,-132.92108,2438.403
-199.91246,-134.1515,2436.634
-193.45613,-134.78868,2433.7495
-187.75487,-136.33897,2431.3708
-181.86913,-139.24922,2428.2126
-177.16728,-142.12341,2425.4805
-162.8034,-138.86739,2419.139
-163.21687,-136.72397,2417.976
-161.52454,-135.884,2417.5981
-154.38385,-136.50085,2416.5813
-157.06657,-138.02048,2419.4426
-157.6995,-137.61543,2421.819
-154.63768,-137.06808,2422.948
-153.92114,-135.43715,2423.3613
-153.3995,-135.01187,2428.5134
-154.94695,-133.36043,2431.262
-156.73329,-134.52191,2432.1187
-158.91208,-135.65866,2433.8542
-165.78932,-136.91595,2437.8582
-170.16406,-128.8923,2445.7202
-180.26459,-118.95957,2450.9531
-187.38763,-119.675415,2454.5352
-191.27832,-125.33642,2463.9885
-193.80681,-124.32969,2469.0715
-201.47087,-114.172165,2478.6692
-212.23282,-120.62428,2492.58
-216.26135,-122.36105,2494.6416
-224.65923,-124.455284,2502.1357
-239.23024,-126.82395,2524.4824
-235.05136,-129.80995,2528.3567
-226.30338,-126.5019,2533.2876
-226.47432,-126.183685,2531.7708
-219.2247,-126.872444,2535.0605
-213.68477,-125.55264,2534.9656
-211.65306,-137.44504,2546.95
-210.62108,-149.63235,2565.8528
-204.43494,-158.16986,2576.6062
-190.34373,-164.7471,2579.5823
-188.41115,-168.0678,2583.39
-174.7713,-168.29813,2606.7964
-161.95744,-171.5119,2617.4324
-147.37735,-171.33673,2630.449
-131.46066,-170.33153,2647.6118
-124.21542,-166.30293,2657.4502
-119.48327,-164.75162,2663.0554
-113.58119,-176.9479,2672.0774
-104.37619,-178.77261,2696.9192
-101.09818,-175.3577,2709.5771
-106.564644,-166.39728,2733.0422
-103.21961,-152.20964,2742.0044
-90.49986,-145.10777,2749.1755
-85.0294,-142.20978,2752.406
-79.966034,-148.02406,2759.4983
-84.33397,-149.08972,2763.25
-87.569244,-157.43806,2772.2476
-85.96228,-163.0293,2780.4482
-89.377785,-164.53995,2789.6462
-94.28308,-166.29707,2794.6619
-102.68956,-169.97154,2808.6335
-111.54164,-168.75609,2817.3496
-129.77605,-174.96497,2833.5554
-136.95924,-180.2483,2843.2148
-140.86119,-179.30779,2846.4102
-150.17743,-169.32584,2851.6018
-167.21655,-169.41246,2860.817
-175.11194,-166.41124,2861.6584
-184.87352,-173.72032,2864.0203
-202.49042,-174.24585,2869.075
-205.1908,-168.47742,2873.302
-216.8891,-163.6614,2879.782
-223.68878,-166.31517,2884.613
-245.09634,-170.7213,2894.202
-255.14687,-172.23135,2902.224
-258.47003,-175.17781,2909.3708
-262.12366,-178.23767,2912.1013
-265.38275,-177.63705,2911.1982
-266.8737,-177.24881,2914.6282
-268.00946,-176.08943,2915.8179
-268.05563,-157.9991,2915.3748
-267.92648,-165.73987,2919.536
-268.76746,-170.43765,2920.2783
-267.54892,-172.64326,2920.9868
-253.95944,-176.15276,2928.1475
-245.98512,-178.2975,2930.809
-248.38345,-178.03925,2929.9744
-241.40793,-180.082,2932.139
-233.34467,-181.67287,2925.8696
-227.21558,-179.86867,2923.26
-211.38663,-187.31326,2923.2214
-199.70299,-199.561,2931.4297
-189.37598,-202.10341,2941.6494
-183.45068,-203.4934,2947.4849
-178.50072,-203.31787,2951.0366
-171.34747,-198.46877,2953.9133
-157.8639,-187.5436,2954.003
-151.02492,-183.86615,2951.196
-151.31194,-182.39789,2950.7666
-151.4434,-177.23306,2950.1855
-150.00832,-173.20767,2946.8264
-147.97752,-171.02673,2936.855
-146.21675,-170.29965,2935.7046
-145.89247,-164.93228,2939.9678
-145.10703,-165.51341,2940.8535
-144.21867,-164.5974,2940.4387
-142.45647,-164.42853,2939.4194
-142.20894,-164.72882,2938.5752
-141.65628,-169.72263,2936.0925
-141.83762,-169.10689,2937.2393
-143.13884,-168.83322,2934.2485
-147.77327,-174.7112,2934.5833
-147.43442,-173.17686,2936.9912
-147.95659,-172.1134,2938.3367
-149.09644,-172.45703,2938.7078
-154.0119,-176.09201,2938.0623
-161.11693,-178.94974,2936.4792
-166.34105,-180.83688,2935.5835
-169.79424,-180.10645,2937.0674
-191.23631,-170.36375,2924.033
-196.01718,-170.13809,2922.8486
-201.22299,-172.28024,2919.29
-225.59415,-173.79416,2918.8157
-220.0504,-186.258,2918.925
-218.31284,-182.12067,2918.5964
-225.42519,-179.42023,2919.0398
-222.96231,-178.18791,2917.968
-224.67126,-178.88342,2908.3867
-248.57245,-182.01201,2891.9998
-242.05675,-180.7497,2892.4177
-240.14986,-179.8717,2894.2776
-248.29736,-178.05273,2890.0605
-251.69766,-173.92986,2888.2493
-255.46867,-172.67223,2885.76
-254.10416,-173.50291,2883.808
-256.91782,-174.41365,2881.5735
-259.05417,-174.44298,2880.2878
-261.2356,-171.47614,2880.3296
-262.9366,-167.4471,2879.4082
-264.2356,-168.42354,2877.5234
-264.7853,-166.76324,2877.5369
-264.86603,-162.04251,2879.2075
-265.08105,-162.60217,2878.27
-266.1233,-157.49812,2876.422
-265.00018,-159.2985,2877.7656
-263.72833,-157.34229,2876.0964
-262.67847,-158.00989,2878.0903
-262.66748,-156.03683,2880.2556
-261.53973,-153.93073,2882.214
-260.68466,-153.9253,2883.4585
-254.56358,-153.59283,2885.2444
-244.56236,-160.41022,2889.868
-246.52357,-163.28183,2887.53
-243.43481,-168.91104,2888.3843
-234.34773,-172.65764,2890.1794
-214.11412,-173.09303,2889.6104
-215.72296,-169.90715,2891.0303
-215.35603,-168.76208,2895.594
-214.80453,-167.82462,2893.5957
-215.2695,-166.05763,2891.853
-217.04596,-164.40567,2892.3535
-215.82333,-163.75171,2891.7783
-215.22838,-162.0604,2890.3542
-217.09184,-160.56415,2890.0994
-231.38136,-154.40866,2897.1865
-226.5902,-155.66139,2893.3618
-223.84064,-156.46205,2892.1853
-223.20708,-156.11887,2888.7722
-222.83546,-156.32437,2887.9575
-223.68875,-153.00528,2889.2153
-224.72319,-152.76495,2891.9133
-233.07278,-148.62534,2900.654
-234.52269,-144.62633,2899.6616
-232.38686,-139.25755,2896.7175
-236.52238,-137.37634,2895.407
-236.96736,-131.8916,2887.2917
-238.6923,-135.51239,2893.5984
-238.96315,-138.97665,2902.083
-236.70573,-138.0319,2899.7441
-240.48006,-137.40967,2900.461
-242.12346,-139.4021,2901.566
-243.48604,-135.15527,2900.754
-240.80206,-124.61307,2888.682
-242.74693,-113.874886,2881.201
-240.8184,-113.030655,2879.9727
-239.03436,-114.14084,2878.2263
-235.57753,-115.1161,2874.3027
-232.9604,-116.39479,2874.47
-231.90723,-117.59257,2874.426
-230.06024,-119.098145,2872.9067
-229.5139,-124.290955,2874.8154
-230.12617,-131.38821,2876.341
-228.98416,-132.1422,2878.4858
-228.53874,-133.31737,2878.5754
-228.86934,-137.69824,2885.789
-227.6542,-132.46793,2880.181
-216.80618,-128.54733,2873.8145
-220.5987,-127.556564,2873.4644
-219.86015,-128.17245,2873.7637
-208.48515,-136.6301,2875.7415
-204.87813,-137.5314,2873.5354
-204.13506,-132.40973,2872.0684
-202.47237,-131.29846,2870.528
-204.73555,-131.07115,2869.959
-215.02481,-139.36823,2847.5576
-227.3736,-116.01679,2833.515
-228.62154,-100.37675,2817.7334
-226.8128,-93.40297,2806.7188
-225.9979,-88.62896,2799.798
-222.84802,-85.59143,2794.0679
-221.09415,-88.20755,2795.6528
-215.45238,-89.8742,2789.0366
-209.1557,-89.07376,2784.4805
-203.23997,-92.93843,2787.9065
-200.74393,-100.25928,2797.281
-197.97571,-104.79271,2799.0535
-196.75282,-105.89141,2799.1936
-198.09134,-104.79489,2798.5996
-193.09789,-99.7991,2790.421
-188.99417,-100.056274,2785.005
-187.63083,-97.9791,2782.0818
-188.08755,-103.75203,2787.714
-185.92311,-109.00562,2791.7942
-181.57861,-109.82303,2786.8105
-182.31238,-112.7274,2791.8545
-182.31526,-112.58796,2796.2095
-181.01036,-115.49074,2797.142
-175.89244,-116.74094,2790.6113
-175.39258,-118.00003,2791.482
-174.99756,-118.97409,2794.2354
-174.69188,-123.12806,2798.3562
-168.67459,-125.17016,2794.8884
-162.77332,-126.956436,2794.7302
-160.3769,-128.22476,2795.3708
-157.41171,-129.5217,2795.5198
-153.8222,-133.19035,2799.6423
-149.85982,-135.05551,2801.41
-148.03795,-137.55132,2805.933
-145.96269,-141.41866,2808.4258
-145.47754,-143.71957,2810.3022
-145.05798,-144.07405,2809.7092
-152.77292,-146.56725,2816.7937
-151.8418,-144.71243,2808.6028
-158.08524,-143.12141,2812.6804
-159.63928,-146.5487,2816.0898
-156.23138,-148.0118,2811.3342
-159.63367,-148.08902,2814.7185
-161.01782,-146.00734,2815.0566
-158.24867,-145.54335,2808.4626
-161.00064,-145.0599,2810.3987
-160.10977,-143.12346,2810.886
-165.24867,-140.43738,2814.9363
-163.96667,-141.5855,2810.098
-160.58961,-140.95541,2805.846
-155.32803,-142.15677,2801.4497
-155.24203,-138.48639,2805.2617
-148.92534,-138.96896,2805.8445
-139.35468,-139.77826,2800.6455
-130.18112,-142.32346,2798.1824
-118.6414,-144.13498,2797.7825
-106.92085,-145.79753,2797.5146
-96.05382,-143.95465,2798.3591
-89.512215,-138.34317,2802.3586
-79.86216,-136.17336,2797.1392
-70.76496,-137.38043,2797.1973
-61.297333,-135.70998,2797.9966
-51.582626,-135.37347,2795.9941
-42.722237,-135.80016,2792.6416
-36.507774,-138.53532,2799.7532
-32.479286,-139.30829,2802.2124
-20.97953,-141.24347,2801.3762
-14.599205,-141.6219,2803.499
-10.271744,-140.5674,2803.8633
-6.491371,-139.6409,2803.902
-3.2980804,-139.40654,2802.256
5.895439,-142.83688,2805.9272
21.597733,-151.92038,2826.2083
28.453606,-152.07349,2843.2092
33.97458,-150.94019,2850.9204
45.77639,-152.12704,2866.9546
53.843925,-149.50713,2875.8057
60.70993,-146.22011,2883.9465
69.04649,-145.93489,2887.0037
73.75168,-143.39377,2889.4138
82.41825,-139.2468,2884.7456
91.54462,-137.21692,2881.3105
94.563995,-133.8637,2881.404
107.82907,-132.39102,2883.012
114.57988,-133.48851,2879.4468
118.20419,-132.54298,2877.2808
118.63817,-130.09024,2875.5154
126.337265,-131.2948,2871.6914
130.94331,-130.64496,2864.15
134.02827,-132.05399,2860.049
154.39853,-132.07062,2853.1985
158.35568,-131.72018,2845.3706
160.59001,-134.93262,2838.1873
167.69165,-138.27173,2830.4685
176.69049,-144.35083,2827.25
179.29536,-151.46681,2826.284
181.82483,-157.86725,2827.2683
189.68625,-164.20311,2827.7769
191.9808,-168.89273,2827.0261
182.81302,-177.538,2832.862
180.85652,-183.32207,2836.5896
177.91252,-186.73041,2831.2766
173.78369,-194.78876,2827.3452
172.35805,-202.42186,2827.0315
169.82376,-208.60934,2824.0737
166.70505,-217.73944,2831.8625
159.14386,-226.85493,2836.3257
150.7662,-235.27283,2835.1135
147.7709,-243.95128,2838.4678
142.53023,-250.7849,2839.0168
136.54648,-257.69794,2827.6702
132.78717,-264.04514,2829.018
131.78146,-271.4963,2829.0903
128.88165,-276.59695,2824.8462
129.04846,-279.18744,2820.1082
129.12729,-283.62408,2813.2053
124.38292,-287.04214,2809.6277
120.66189,-293.17386,2814.1924
114.89797,-298.29727,2815.4607
110.66141,-300.0236,2806.306
108.44349,-304.92178,2806.5647
107.452225,-309.49207,2805.9014
104.7502,-313.84286,2799.35
101.07677,-321.7967,2802.6226
101.03483,-328.58176,2804.0461
99.18507,-332.4969,2790.4595
100.769745,-336.15796,2778.9478
109.45523,-342.79852,2774.2854
111.2608,-347.22,2756.803
116.53851,-353.23877,2751.3818
120.54311,-361.1728,2746.743
121.3546,-370.30008,2742.8281
118.9316,-376.77606,2741.2312
124.752884,-382.73785,2748.2434
131.20721,-389.31775,2751.0955
134.67628,-395.31757,2751.1763
136.71558,-399.10126,2747.146
138.84686,-403.2898,2746.1248
141.01187,-406.39172,2742.0432
142.46416,-410.15808,2739.8293
146.63364,-415.4177,2737.1719
148.50986,-420.91855,2738.2527
146.67145,-423.49512,2742.892
147.26219,-427.44797,2742.9387
146.13455,-430.96667,2749.4705
144.08093,-432.7428,2757.5562
143.55086,-435.34753,2762.163
143.93013,-434.89252,2772.4795
144.84389,-432.55188,2786.736
144.60861,-431.93872,2796.5732
145.81354,-419.69214,2818.3518
144.64577,-416.64725,2841.4536
